videoWebUrl,submittedVideoUrl,input,cid,createTime,createTimeISO,text,diggCount,likedByAuthor,pinnedByAuthor,repliesToId,replyCommentTotal,uid,uniqueId,avatarThumbnail,mentions,detailedMentions
https://www.tiktok.com/@urns20/video/7578008231730007316,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,7584292534252323592,1765855721,2025-12-16T03:28:41.000Z,"maja gw discamm,gpp ini bakal jadi pelajaran buat gw😇",7,True,False,,10.0,7484152902656230418,kenzii0150,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/de5e55347a2ca889d0eceec082ed881b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=88669ad2&x-expires=1783782000&x-signature=48cTJQ%2Bt9TffO9ubh6QkHX%2BE0ss%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@urns20/video/7578008231730007316,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,7585524428131730183,1766142550,2025-12-19T11:09:10.000Z,gue baru aj ketipu,26,True,False,,11.0,7557719778191868946,ikkayg,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/90f6e643e5833d2c40aa92b046934bc7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5ddf3b04&x-expires=1783782000&x-signature=%2BaC%2BAKJRatt6ZkuE1ULrg9fhjTE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@urns20/video/7578008231730007316,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,7581488715534779143,1765202904,2025-12-08T14:08:24.000Z,bru ke scam kraken ilng🤧,6,True,False,,3.0,7405638305179812870,rawrr_ucil20,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/f36feb57850288ea45f3fd6a07c8525d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1398d657&x-expires=1783782000&x-signature=z80egoS%2B7saN92vdduEpfQixlTg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@urns20/video/7578008231730007316,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,7580563080540128020,1764987397,2025-12-06T02:16:37.000Z,"ka aku tadi malem kena,El maja lagi😭😭",5,True,False,,11.0,6984009518435599361,xqczv5,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/435751550c43c139fde16dfee0acf1f9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=98443033&x-expires=1783782000&x-signature=Du8i6cZ6AChf31kOF38TcQd%2Fmeo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@urns20/video/7578008231730007316,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,7580295743651742480,1764925152,2025-12-05T08:59:12.000Z,ka aku brusan kena,5,True,False,,3.0,7513439205357437953,syaabadmood,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/fa29aa8c08e44d4213eeb92c4f6ed4a7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cd0b4a26&x-expires=1783782000&x-signature=DNS2pbv3OXg2iw1n4HnzGKVnfSY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@urns20/video/7578008231730007316,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,7584690540597052178,1765948394,2025-12-17T05:13:14.000Z,sakit banget kalau di scam,6,True,False,,4.0,7546228101502632968,abid.and.faiz,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/55fa4f9e6da19af08b751b267b8b51cb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c1390a59&x-expires=1783782000&x-signature=F1t%2FQotIWn1QMTRihQryiqdfqXE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@urns20/video/7578008231730007316,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,7589505714889507591,1767069513,2025-12-30T04:38:33.000Z,udah 3x kena scam jadi udah kebal wkwk,5,False,False,,1.0,7231082430156915738,veryll.4,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4e97782c466d176b4ef22d4a61d174d0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d3d84aa1&x-expires=1783782000&x-signature=IRQkZ95gPK9o0HTNn2vsUsSChIM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@urns20/video/7578008231730007316,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,7653778995514901256,1782034305,2026-06-21T09:31:45.000Z,aku barusan kena scam 50 RB ..,2,False,False,,1.0,7646290479004304391,loyzz05,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/525b1317f8b64dbbb4ba76b07c1179f7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=04e93fd5&x-expires=1783782000&x-signature=709Do2Cw7a80Jb0c53nCqmIKJTQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@urns20/video/7578008231730007316,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,7607820051119407892,1771333652,2026-02-17T13:07:32.000Z,maja aku kena scam,0,False,False,,14.0,7500368176020407304,freezeofficial24,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a4ce6ff1670ce62484565b2e4f1b12af~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=651836f7&x-expires=1783782000&x-signature=sBw6qjzMYD%2B0pjJIKh5rg5mJW0o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@urns20/video/7578008231730007316,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,7607823602726109973,1771334477,2026-02-17T13:21:17.000Z,sini aku ganti,1,False,False,7607820051119407892,,7118967524787635202,fathurr_gantengg.wlee,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0bec17a0006523c8b0875881bbc957b1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fbd8d3cb&x-expires=1783782000&x-signature=LRzr5h%2BrP2tqDRcd0aH1OMSOezk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@urns20/video/7578008231730007316,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,7595187912113586962,1768392500,2026-01-14T12:08:20.000Z,bang tolong aku kena scam jua😭😭,4,False,False,,5.0,7454159778178302992,siapayee555,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9bbb5c57c062b7b9a4375ef57d6bb142~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f6291520&x-expires=1783782000&x-signature=yKchNduYhJYTTaS%2B3neIr%2BvGnns%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@urns20/video/7578008231730007316,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,7598425361579377416,1769146279,2026-01-23T05:31:19.000Z,aku knk scm sma dia majaku,3,False,False,,4.0,7453906360837620741,cipi241,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/307eef4e73a4b07819be0ff01da12bab~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7433d8d4&x-expires=1783782000&x-signature=9wlba5oJeGHHEAyZiGWIPWZWrLE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@urns20/video/7578008231730007316,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,7611813817789760273,1772263535,2026-02-28T07:25:35.000Z,"kak, aku ud akena 3 kli..",1,False,False,,3.0,7567306585559893009,sdyy_sell,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/190548d008a9ce04b86705ec0c960d95~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9a958780&x-expires=1783782000&x-signature=2YzJUKWDqe0FObvjQK0YI07eqc8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@urns20/video/7578008231730007316,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,7614404664037360392,1772866750,2026-03-07T06:59:10.000Z,nitip akun musang,2,False,False,,1.0,7353128348211790853,coo_bael1,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/092afc7e5ebc6d2950db0893fd307e90~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3901f075&x-expires=1783782000&x-signature=wNX%2Bsw5p%2Fsv3qOQ80bjPZTGQFfg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@urns20/video/7578008231730007316,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,7608863424664404757,1771576588,2026-02-20T08:36:28.000Z,kaa aku barusan kena,1,False,False,,2.0,7506380164575249426,sukaaaaaamatchaaa0,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/84f359a846e96cf9d4a971e4fb10a467~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6ba4a291&x-expires=1783782000&x-signature=S3TSMoiNcjIKT%2BXV6xoYbPDxc2I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@urns20/video/7578008231730007316,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,7608107640581096200,1771400609,2026-02-18T07:43:29.000Z,nitip guys..,1,False,False,,2.0,7384788852504691718,luvvvvv_naa,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/abdbec5bb7aada28426d2e5d2e09c7a3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=92543eb8&x-expires=1783782000&x-signature=R44yLw14B5ZixqOx8D3RFg05iGI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@urns20/video/7578008231730007316,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,7603040305423713044,1770220775,2026-02-04T15:59:35.000Z,,0,False,False,,1.0,7603032641286194197,illuy77,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d1b93be323db68f9717bdeb3570b759f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c7765254&x-expires=1783782000&x-signature=Hvbkwk9pK9x8Vv51jEKHvEpp9pw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@urns20/video/7578008231730007316,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,7589601612738577170,1767091836,2025-12-30T10:50:36.000Z,"aku baru kena scam pdh maja satu""",3,False,False,,7.0,6949076486767870977,im_ronnz,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9e161afe5545e1874757fb1433c8e7b6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3d3d9fa5&x-expires=1783782000&x-signature=lR52W1yoqiSjQbXRJiVvhat4vJc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@urns20/video/7578008231730007316,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,7586275289850151687,1766317371,2025-12-21T11:42:51.000Z,aduhh El Maja gw ke scam,2,True,False,,7.0,7575134876064744469,tuyull1237,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/47b40021d878379af7cfee092b8307b0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=23cc563b&x-expires=1783782000&x-signature=jQ7PrTYgnDWt6gKk7TYdiYYASJo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@urns20/video/7578008231730007316,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,7594458372482188052,1768222639,2026-01-12T12:57:19.000Z,day one kena scam biasa aja ternyata😹,2,False,False,,5.0,6920334692772709378,notuser123_0,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/49362cd51c7eaf964b3b881209fa566b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=94b6c136&x-expires=1783782000&x-signature=lIyw1q6h9%2BjynAq2ZP81ZOwfGbY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@urns20/video/7578008231730007316,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,https://www.tiktok.com/@urns20/video/7578008231730007316?_r=1,7609593939188728596,1771746672,2026-02-22T07:51:12.000Z,"sedih banget maja, mega, worm aku kena scam 😭😭",2,False,False,,3.0,7575090263161308167,idihh_apaliatliat,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8747d17b45cd80aadd7edeaca6df9eb6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3462ffb4&x-expires=1783782000&x-signature=gDl9Y0Z1yqG0PQfRxNC6KPheyXM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@fitria1m/video/7530501841197501701,https://www.tiktok.com/@fitria1m/video/7530501841197501701?_r=1,https://www.tiktok.com/@fitria1m/video/7530501841197501701?_r=1,7533235574412509960,1753968097,2025-07-31T13:21:37.000Z,anakku main roblox nih kak baru tau beri tahu anak aja nanti,20,True,False,,3.0,7189477615735260186,mulyabelovet,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3180bb0da7252a2fc619dd75d59d18bf~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ed4245c1&x-expires=1783782000&x-signature=4eODt4ZECSd7ajicRNhCpcJHiYs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@fitria1m/video/7530501841197501701,https://www.tiktok.com/@fitria1m/video/7530501841197501701?_r=1,https://www.tiktok.com/@fitria1m/video/7530501841197501701?_r=1,7601428936320910100,1769845746,2026-01-31T07:49:06.000Z,aku main roblox,0,False,False,,2.0,7481561613192545297,sahdianti_cantik,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/acf5fcfba4879efce7f1be3f4080746a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9ceb88db&x-expires=1783782000&x-signature=%2BlENRACQMD23oTT5EGs52OrlrQw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@fitria1m/video/7530501841197501701,https://www.tiktok.com/@fitria1m/video/7530501841197501701?_r=1,https://www.tiktok.com/@fitria1m/video/7530501841197501701?_r=1,7586200511000199953,1766299970,2025-12-21T06:52:50.000Z,hayolo yg main Roblox trus 🙄,7,False,False,,8.0,7533234823591560209,syafira_sakura2,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/bc2bcb163c506e6663c3c6f759b90d4c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e28b57ae&x-expires=1783782000&x-signature=VZlhva26L8Rx9Yz%2BqY8rw8n1uAA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@fitria1m/video/7530501841197501701,https://www.tiktok.com/@fitria1m/video/7530501841197501701?_r=1,https://www.tiktok.com/@fitria1m/video/7530501841197501701?_r=1,7587785455992816392,1766668982,2025-12-25T13:23:02.000Z,🫠,2,False,False,7586200511000199953,,6797150697142912002,fitria1m,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f68cc23a41a258d3bb25deab657ff5d0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bef6587f&x-expires=1783782000&x-signature=Xx9quaBNjPCyg0iwlFer7nvCiTc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@fitria1m/video/7530501841197501701,https://www.tiktok.com/@fitria1m/video/7530501841197501701?_r=1,https://www.tiktok.com/@fitria1m/video/7530501841197501701?_r=1,7607745770939499272,1771316358,2026-02-17T08:19:18.000Z,ngeri ia roblox,2,False,False,,2.0,6948227121508893702,dianpauziah1,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/71b81d2e3010422bb6a6459fb8f7a9e6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=296118a9&x-expires=1783782000&x-signature=3L8da0VfYGX6I9VRBPPz8FAvCUQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@fitria1m/video/7530501841197501701,https://www.tiktok.com/@fitria1m/video/7530501841197501701?_r=1,https://www.tiktok.com/@fitria1m/video/7530501841197501701?_r=1,7607745945594168085,1771316403,2026-02-17T08:20:03.000Z,Ia kak klo masih di bawah umur apalagi,2,False,False,7607745770939499272,,6797150697142912002,fitria1m,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f68cc23a41a258d3bb25deab657ff5d0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bef6587f&x-expires=1783782000&x-signature=Xx9quaBNjPCyg0iwlFer7nvCiTc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
